feature_ID	gene_name	FC_Syn_vs_H_at_ZT0	FC_Syn_vs_H_at_ZT12	synaptic_enriched_3104	in_Cajigas_et_al 	in_Ouwenga_et_al 
ENSMUSG00000070808	Gltscr1	NaN	NaN		+	+
ENSMUSG00000041560	Gltscr2	1.504721	1.328013	+	+	+
ENSMUSG00000021794	Glud1	3.011773	2.750643	+	+	+
ENSMUSG00000026473	Glul	3.530326	3.178337	+	+	+
ENSMUSG00000022536	Glyr1	NaN	NaN		+	+
ENSMUSG00000000594	Gm2a	2.466916	2.124036	+	+	+
ENSMUSG00000001157	Gmcl1	NaN	NaN		+	+
ENSMUSG00000038372	Gmds	NaN	NaN		+	+
ENSMUSG00000028901	Gmeb1	NaN	NaN		+	+
ENSMUSG00000038705	Gmeb2	NaN	NaN		+	+
ENSMUSG00000062014	Gmfb	1.594073	1.742011	+	+	+
ENSMUSG00000060791	Gmfg	5.067284	3.891689	+	+	
ENSMUSG00000036246	Gmip	NaN	NaN		+	+
ENSMUSG00000006715	Gmnn	NaN	NaN		+	+
ENSMUSG00000033021	Gmppa	NaN	NaN		+	+
ENSMUSG00000070284	Gmppb	NaN	NaN		+	+
ENSMUSG00000000253	Gmpr	NaN	NaN		+	+
ENSMUSG00000002326	Gmpr2	NaN	NaN		+	+
ENSMUSG00000027823	Gmps	1.547334	1.936903	+	+	+
ENSMUSG00000034781	Gna11	NaN	NaN		+	+
ENSMUSG00000000149	Gna12	1.992439	1.936543	+	+	+
ENSMUSG00000020611	Gna13	2.528395	2.498181	+	+	+
ENSMUSG00000034792	Gna15	1.58689	2.97645	+	+	+
ENSMUSG00000057614	Gnai1	NaN	NaN		+	+
ENSMUSG00000032562	Gnai2	1.991175	1.845195	+	+	+
ENSMUSG00000000001	Gnai3	1.385157	1.500279	+	+	+
ENSMUSG00000031748	Gnao1	NaN	NaN		+	+
ENSMUSG00000024639	Gnaq	NaN	NaN		+	+
ENSMUSG00000027523	Gnas	NaN	NaN		+	+
ENSMUSG00000040009	Gnaz	NaN	NaN		+	+
ENSMUSG00000029064	Gnb1	NaN	NaN		+	+
ENSMUSG00000000884	Gnb1l	NaN	NaN		+	+
ENSMUSG00000029713	Gnb2	NaN	NaN		+	+
ENSMUSG00000020372	Gnb2l1	NaN	NaN		+	+
ENSMUSG00000027669	Gnb4	NaN	NaN		+	+
ENSMUSG00000032192	Gnb5	NaN	NaN		+	+
ENSMUSG00000028479	Gne	NaN	NaN		+	+
ENSMUSG00000038607	Gng10	1.504011	2.000217	+	+	
ENSMUSG00000032766	Gng11	NaN	NaN		+	+
ENSMUSG00000036402	Gng12	2.246602	2.474607	+	+	+
ENSMUSG00000025739	Gng13	NaN	NaN		+	+
ENSMUSG00000043004	Gng2	NaN	NaN		+	+
ENSMUSG00000071658	Gng3	NaN	NaN		+	+
ENSMUSG00000021303	Gng4	NaN	NaN		+	+
ENSMUSG00000068523	Gng5	2.470582	2.249711	+	+	+
ENSMUSG00000048240	Gng7	NaN	NaN		+	+
ENSMUSG00000024429	Gnl1	NaN	NaN		+	+
ENSMUSG00000028869	Gnl2	NaN	NaN		+	+
ENSMUSG00000042354	Gnl3	NaN	NaN		+	+
ENSMUSG00000025266	Gnl3l	NaN	NaN		+	+
ENSMUSG00000031985	Gnpat	NaN	NaN		+	+
ENSMUSG00000052102	Gnpda1	NaN	NaN		+	+
ENSMUSG00000029209	Gnpda2	NaN	NaN		+	+
ENSMUSG00000037722	Gnpnat1	NaN	NaN		+	+
ENSMUSG00000035311	Gnptab	NaN	NaN		+	+
ENSMUSG00000035521	Gnptg	NaN	NaN		+	+
ENSMUSG00000034707	Gns	NaN	NaN		+	+
ENSMUSG00000026754	Golga1	NaN	NaN		+	+
ENSMUSG00000002546	Golga2	NaN	NaN		+	+
ENSMUSG00000029502	Golga3	NaN	NaN		+	+
ENSMUSG00000038708	Golga4	NaN	NaN		+	+
ENSMUSG00000021192	Golga5	NaN	NaN		+	+
ENSMUSG00000015341	Golga7	1.894177	1.817513	+	+	+
ENSMUSG00000042532	Golga7b	NaN	NaN		+	+
ENSMUSG00000034243	Golgb1	NaN	NaN		+	+
ENSMUSG00000034109	Golim4	2.160623	2.172443	+	+	+
ENSMUSG00000022200	Golph3	NaN	NaN		+	+
ENSMUSG00000046519	Golph3l	NaN	NaN		+	+
ENSMUSG00000030245	Golt1b	NaN	NaN		+	+
ENSMUSG00000054199	Gon4l	NaN	NaN		+	+
ENSMUSG00000019861	Gopc	NaN	NaN		+	+
ENSMUSG00000040124	Gorab	NaN	NaN		+	+
ENSMUSG00000032513	Gorasp1	NaN	NaN		+	+
ENSMUSG00000014959	Gorasp2	NaN	NaN		+	+
ENSMUSG00000010392	Gosr1	NaN	NaN		+	+
ENSMUSG00000020946	Gosr2	NaN	NaN		+	+
ENSMUSG00000025190	Got1	NaN	NaN		+	+
ENSMUSG00000031672	Got2	NaN	NaN		+	+
ENSMUSG00000047953	Gp5	0.9276147	1.569157	+	+	
ENSMUSG00000022561	Gpaa1	NaN	NaN		+	+
ENSMUSG00000024978	Gpam	2.290346	2.238946	+	+	+
ENSMUSG00000063808	Gpatch1	NaN	NaN		+	+
ENSMUSG00000028069	Gpatch4	NaN	NaN		+	+
ENSMUSG00000032745	Gpbp1	NaN	NaN		+	+
ENSMUSG00000034042	Gpbp1l1	NaN	NaN		+	+
ENSMUSG00000034220	Gpc1	NaN	NaN		+	+
ENSMUSG00000106247	Gpc2	NaN	NaN		+	
ENSMUSG00000029510	Gpc2	NaN	NaN		+	
ENSMUSG00000055653	Gpc3	1.844442	1.64561	+	+	+
ENSMUSG00000031119	Gpc4	1.868854	1.764435	+	+	+
ENSMUSG00000022112	Gpc5	3.975301	3.32438	+	+	+
ENSMUSG00000027346	Gpcpd1	NaN	NaN		+	+
ENSMUSG00000023019	Gpd1	NaN	NaN		+	+
ENSMUSG00000050627	Gpd1l	NaN	NaN		+	+
ENSMUSG00000026827	Gpd2	2.157715	2.138561	+	+	+
ENSMUSG00000047454	Gphn	NaN	NaN		+	+
ENSMUSG00000031148	Gpkow	NaN	NaN		+	+
ENSMUSG00000021340	Gpld1	2.700484	2.22253	+	+	+
ENSMUSG00000031517	Gpm6a	1.998266	1.904554	+	+	+
ENSMUSG00000031342	Gpm6b	3.277719	3.146026	+	+	+
ENSMUSG00000028848	Gpn2	NaN	NaN		+	+
ENSMUSG00000029464	Gpn3	NaN	NaN		+	+
ENSMUSG00000029816	Gpnmb	1.62759	1.888138	+	+	+
ENSMUSG00000000194	Gpr107	NaN	NaN		+	+
ENSMUSG00000005823	Gpr108	NaN	NaN		+	+
ENSMUSG00000041468	Gpr12	NaN	NaN		+	+
ENSMUSG00000043398	Gpr135	1.18035	1.721384	+	+	+
ENSMUSG00000024958	Gpr137	NaN	NaN		+	+
ENSMUSG00000021306	Gpr137b	1.51131	1.516938	+	+	+
ENSMUSG00000049092	Gpr137c	NaN	NaN		+	+
ENSMUSG00000066197	Gpr139	1.246277	1.541973	+	+	+
ENSMUSG00000044197	Gpr146	NaN	NaN		+	+
ENSMUSG00000043441	Gpr149	NaN	NaN		+	+
ENSMUSG00000045509	Gpr150	NaN	NaN		+	+
ENSMUSG00000042804	Gpr153	1.546228	1.278643	+	+	+
ENSMUSG00000041762	Gpr155	NaN	NaN		+	+
ENSMUSG00000046961	Gpr156	NaN	NaN		+	
ENSMUSG00000047875	Gpr157	NaN	NaN		+	+
ENSMUSG00000045967	Gpr158	1.597416	1.738967	+	+	+
ENSMUSG00000040836	Gpr161	NaN	NaN		+	+
ENSMUSG00000038390	Gpr162	NaN	NaN		+	+
ENSMUSG00000031210	Gpr165	1.438873	2.666807	+	+	+
ENSMUSG00000052229	Gpr17	NaN	NaN		+	+
ENSMUSG00000056679	Gpr173	NaN	NaN		+	+
ENSMUSG00000040133	Gpr176	NaN	NaN		+	+
ENSMUSG00000022131	Gpr180	NaN	NaN		+	+
ENSMUSG00000051212	Gpr183	NaN	NaN		+	+
ENSMUSG00000032641	Gpr19	NaN	NaN		+	+
ENSMUSG00000053164	Gpr21	NaN	NaN		+	+
ENSMUSG00000044067	Gpr22	1.384076	1.532451	+	+	+
ENSMUSG00000040125	Gpr26	1.210138	1.525986	+	+	+
ENSMUSG00000072875	Gpr27	2.554078	2.738532	+	+	+
ENSMUSG00000049649	Gpr3	NaN	NaN		+	+
ENSMUSG00000040229	Gpr34	1.173109	2.209067	+	+	+
ENSMUSG00000039904	Gpr37	1.310469	1.592004	+	+	+
ENSMUSG00000026424	Gpr37l1	2.424936	1.948962	+	+	+
ENSMUSG00000044317	Gpr4	NaN	NaN		+	+
ENSMUSG00000041907	Gpr45	NaN	NaN		+	+
ENSMUSG00000046793	Gpr61	NaN	NaN		+	+
ENSMUSG00000040372	Gpr63	NaN	NaN		+	+
ENSMUSG00000047415	Gpr68	NaN	NaN		+	+
ENSMUSG00000043999	Gpr75	NaN	NaN		+	+
ENSMUSG00000031932	Gpr83	NaN	NaN		+	+
ENSMUSG00000063234	Gpr84	1.240771	1.687528	+	+	
ENSMUSG00000048216	Gpr85	NaN	NaN		+	+
ENSMUSG00000068696	Gpr88	1.407306	1.532946	+	+	+
ENSMUSG00000028096	Gpr89	NaN	NaN		+	+
ENSMUSG00000043384	Gprasp1	1.413392	1.952586	+	+	+
ENSMUSG00000072966	Gprasp2	NaN	NaN		+	+
ENSMUSG00000008734	Gprc5b	2.605377	2.434623	+	+	+
ENSMUSG00000051043	Gprc5c	NaN	NaN		+	+
ENSMUSG00000069227	Gprin1	NaN	NaN		+	+
ENSMUSG00000025156	Gps1	NaN	NaN		+	+
ENSMUSG00000023170	Gps2	NaN	NaN		+	+
ENSMUSG00000027883	Gpsm2	NaN	NaN		+	+
ENSMUSG00000034786	Gpsm3	1.755564	3.432464	+	+	
ENSMUSG00000022546	Gpt	1.500571	1.520967	+	+	+
ENSMUSG00000031700	Gpt2	1.674656	1.516843	+	+	+
ENSMUSG00000063856	Gpx1	NaN	NaN		+	+
ENSMUSG00000018339	Gpx3	NaN	NaN		+	+
ENSMUSG00000075706	Gpx4	NaN	NaN		+	+
ENSMUSG00000028597	Gpx7	NaN	NaN		+	+
ENSMUSG00000021760	Gpx8	NaN	NaN		+	+
ENSMUSG00000001248	Gramd1a	NaN	NaN		+	+
ENSMUSG00000040111	Gramd1b	NaN	NaN		+	+
ENSMUSG00000036292	Gramd1c	NaN	NaN		+	
ENSMUSG00000074259	Gramd2	NaN	NaN		+	+
ENSMUSG00000001700	Gramd3	2.119897	1.878623	+	+	+
ENSMUSG00000035900	Gramd4	NaN	NaN		+	+
ENSMUSG00000004837	Grap	1.340173	2.416837	+	+	+
ENSMUSG00000000531	Grasp	NaN	NaN		+	+
ENSMUSG00000020176	Grb10	NaN	NaN		+	+
ENSMUSG00000026888	Grb14	NaN	NaN		+	+
ENSMUSG00000059923	Grb2	NaN	NaN		+	+
ENSMUSG00000074934	Grem1	NaN	NaN		+	+
ENSMUSG00000050069	Grem2	1.42687	1.534967	+	+	+
ENSMUSG00000020656	Grhl1	NaN	NaN		+	+
ENSMUSG00000035637	Grhpr	NaN	NaN		+	+
ENSMUSG00000020524	Gria1	1.611028	1.631922	+	+	+
ENSMUSG00000033981	Gria2	NaN	NaN		+	+
ENSMUSG00000001986	Gria3	NaN	NaN		+	+
ENSMUSG00000025892	Gria4	NaN	NaN		+	+
ENSMUSG00000041078	Grid1	1.568202	1.566775	+	+	+
ENSMUSG00000071424	Grid2	2.127216	2.232307	+	+	+
ENSMUSG00000010825	Grid2ip	NaN	NaN		+	+
ENSMUSG00000022935	Grik1	NaN	NaN		+	+
ENSMUSG00000056073	Grik2	NaN	NaN		+	+
ENSMUSG00000001985	Grik3	NaN	NaN		+	+
ENSMUSG00000032017	Grik4	NaN	NaN		+	+
ENSMUSG00000003378	Grik5	NaN	NaN		+	+
ENSMUSG00000026959	Grin1	1.609329	1.452046	+	+	+
ENSMUSG00000059003	Grin2a	1.389078	1.645503	+	+	+
ENSMUSG00000030209	Grin2b	1.946517	2.792068	+	+	+
ENSMUSG00000020734	Grin2c	1.785429	1.502492	+	+	+
ENSMUSG00000002771	Grin2d	NaN	NaN		+	+
ENSMUSG00000039579	Grin3a	1.443661	1.589774	+	+	+
ENSMUSG00000022564	Grina	1.613043	1.450396	+	+	+
ENSMUSG00000034813	Grip1	NaN	NaN		+	+
ENSMUSG00000030098	Grip2	NaN	NaN		+	+
ENSMUSG00000031153	Gripap1	NaN	NaN		+	+
ENSMUSG00000052783	Grk4	NaN	NaN		+	+
ENSMUSG00000003228	Grk5	NaN	NaN		+	+
ENSMUSG00000074886	Grk6	NaN	NaN		+	+
ENSMUSG00000019828	Grm1	1.610307	1.842962	+	+	+
ENSMUSG00000023192	Grm2	1.654203	1.411276	+	+	+
ENSMUSG00000003974	Grm3	2.515196	2.569737	+	+	+
ENSMUSG00000063239	Grm4	NaN	NaN		+	+
ENSMUSG00000049583	Grm5	1.408108	1.500261	+	+	+
ENSMUSG00000056755	Grm7	NaN	NaN		+	+
ENSMUSG00000024211	Grm8	1.4902	1.542193	+	+	+
ENSMUSG00000034708	Grn	1.609398	1.732898	+	+	+
ENSMUSG00000024517	Grp	1.579443	1.112916	+	+	+
ENSMUSG00000029198	Grpel1	NaN	NaN		+	+
ENSMUSG00000024580	Grpel2	NaN	NaN		+	+
ENSMUSG00000044221	Grsf1	NaN	NaN		+	+
ENSMUSG00000038515	Grtp1	NaN	NaN		+	+
ENSMUSG00000053801	Grwd1	NaN	NaN		+	+
ENSMUSG00000022575	Gsdmd	NaN	NaN		+	+
ENSMUSG00000031822	Gse1	NaN	NaN		+	+
ENSMUSG00000057177	Gsk3a	NaN	NaN		+	+
ENSMUSG00000022812	Gsk3b	1.318294	1.631391	+	+	+
ENSMUSG00000026879	Gsn	1.478582	1.526437	+	+	+
ENSMUSG00000062203	Gspt1	1.411347	1.903098	+	+	+
ENSMUSG00000071723	Gspt2	NaN	NaN		+	+
ENSMUSG00000031584	Gsr	NaN	NaN		+	+
ENSMUSG00000027610	Gss	NaN	NaN		+	+
ENSMUSG00000032348	Gsta4	NaN	NaN		+	+
ENSMUSG00000028018	Gstcd	NaN	NaN		+	+
ENSMUSG00000029864	Gstk1	2.753859	2.118658	+	+	+
ENSMUSG00000058135	Gstm1	3.388105	2.734288	+	+	+
ENSMUSG00000040562	Gstm2	NaN	NaN		+	
ENSMUSG00000027890	Gstm4	NaN	NaN		+	+
ENSMUSG00000004032	Gstm5	2.581253	2.11019	+	+	+
ENSMUSG00000068762	Gstm6	NaN	NaN		+	+
ENSMUSG00000004035	Gstm7	NaN	NaN		+	+
ENSMUSG00000025068	Gsto1	NaN	NaN		+	+
ENSMUSG00000025069	Gsto2	1.983776	1.140156	+	+	
ENSMUSG00000060803	Gstp1	NaN	NaN		+	
ENSMUSG00000001663	Gstt1	2.100935	1.555514	+	+	+
ENSMUSG00000033318	Gstt2	NaN	NaN		+	
ENSMUSG00000001665	Gstt3	3.281876	2.22234	+	+	+
ENSMUSG00000021033	Gstz1	NaN	NaN		+	+
ENSMUSG00000036890	Gtdc1	NaN	NaN		+	+
ENSMUSG00000020962	Gtf2a1	NaN	NaN		+	+
ENSMUSG00000033543	Gtf2a2	NaN	NaN		+	+
ENSMUSG00000028271	Gtf2b	NaN	NaN		+	+
ENSMUSG00000022828	Gtf2e1	NaN	NaN		+	+
ENSMUSG00000031585	Gtf2e2	NaN	NaN		+	+
ENSMUSG00000002658	Gtf2f1	NaN	NaN		+	+
ENSMUSG00000067995	Gtf2f2	NaN	NaN		+	+
ENSMUSG00000006599	Gtf2h1	NaN	NaN		+	+
ENSMUSG00000021639	Gtf2h2	NaN	NaN		+	+
ENSMUSG00000029387	Gtf2h3	NaN	NaN		+	+
ENSMUSG00000001524	Gtf2h4	NaN	NaN		+	+
ENSMUSG00000034345	Gtf2h5	NaN	NaN		+	+
ENSMUSG00000060261	Gtf2i	NaN	NaN		+	+
ENSMUSG00000023079	Gtf2ird1	NaN	NaN		+	+
ENSMUSG00000015942	Gtf2ird2	NaN	NaN		+	+
ENSMUSG00000016503	Gtf3a	NaN	NaN		+	+
ENSMUSG00000032777	Gtf3c1	1.497595	1.514066	+	+	+
ENSMUSG00000041303	Gtf3c3	NaN	NaN		+	+
ENSMUSG00000035666	Gtf3c4	NaN	NaN		+	+
ENSMUSG00000026816	Gtf3c5	NaN	NaN		+	+
ENSMUSG00000019837	Gtf3c6	1.629938	1.440224	+	+	+
ENSMUSG00000042535	Gtpbp1	NaN	NaN		+	+
ENSMUSG00000040464	Gtpbp10	NaN	NaN		+	+
ENSMUSG00000023952	Gtpbp2	NaN	NaN		+	+
ENSMUSG00000007610	Gtpbp3	NaN	NaN		+	+
ENSMUSG00000021149	Gtpbp4	NaN	NaN		+	+
ENSMUSG00000033434	Gtpbp6	NaN	NaN		+	+
ENSMUSG00000022668	Gtpbp8	NaN	NaN		+	+
ENSMUSG00000022385	Gtse1	NaN	NaN		+	
ENSMUSG00000041624	Gucy1a2	NaN	NaN		+	+
ENSMUSG00000033910	Gucy1a3	NaN	NaN		+	+
ENSMUSG00000028005	Gucy1b3	NaN	NaN		+	+
ENSMUSG00000042638	Gucy2c	1.762416	1.39215	+	+	
ENSMUSG00000029208	Guf1	NaN	NaN		+	+
ENSMUSG00000020444	Guk1	1.551847	1.436134	+	+	+
ENSMUSG00000056870	Gulp1	1.598609	1.516263	+	+	+
ENSMUSG00000025534	Gusb	1.420889	1.601521	+	+	+
ENSMUSG00000036197	Gxylt1	NaN	NaN		+	+
ENSMUSG00000090523	Gypc	NaN	NaN		+	+
ENSMUSG00000003865	Gys1	1.64111	1.459194	+	+	+
ENSMUSG00000027439	Gzf1	NaN	NaN		+	+
ENSMUSG00000096210	H1f0	NaN	NaN		+	+
ENSMUSG00000049932	H2afx	NaN	NaN		+	+
ENSMUSG00000015937	H2afy	NaN	NaN		+	+
ENSMUSG00000020086	H2afy2	NaN	NaN		+	+
ENSMUSG00000037894	H2afz	NaN	NaN		+	+
ENSMUSG00000016559	H3f3b	NaN	NaN		+	+
ENSMUSG00000028980	H6pd	NaN	NaN		+	+
ENSMUSG00000021476	Habp4	NaN	NaN		+	+
ENSMUSG00000038822	Hace1	NaN	NaN		+	+
ENSMUSG00000021884	Hacl1	2.302558	2.178012	+	+	+
ENSMUSG00000027984	Hadh	2.730933	2.153249	+	+	+
ENSMUSG00000025745	Hadha	2.514608	2.42996	+	+	+
ENSMUSG00000059447	Hadhb	2.733258	2.492583	+	+	+
ENSMUSG00000024158	Hagh	NaN	NaN		+	+
ENSMUSG00000061046	Haghl	NaN	NaN		+	+
ENSMUSG00000006930	Hap1	NaN	NaN		+	+
ENSMUSG00000021613	Hapln1	1.763993	1.7422	+	+	+
ENSMUSG00000004894	Hapln2	NaN	NaN		+	+
ENSMUSG00000007594	Hapln4	1.591764	1.356997	+	+	+
ENSMUSG00000027243	Harbi1	NaN	NaN		+	+
ENSMUSG00000001380	Hars	NaN	NaN		+	+
ENSMUSG00000003665	Has1	NaN	NaN		+	+
ENSMUSG00000027018	Hat1	NaN	NaN		+	+
ENSMUSG00000041840	Haus1	NaN	NaN		+	+
ENSMUSG00000027285	Haus2	NaN	NaN		+	+
ENSMUSG00000079555	Haus3	NaN	NaN		+	+
ENSMUSG00000022177	Haus4	NaN	NaN		+	
ENSMUSG00000031371	Haus7	NaN	NaN		+	+
ENSMUSG00000035439	Haus8	NaN	NaN		+	+
ENSMUSG00000020399	Havcr2	1.625656	4.022798	+	+	+
ENSMUSG00000027944	Hax1	NaN	NaN		+	+
ENSMUSG00000069917	Hba-a2	NaN	NaN		+	+
ENSMUSG00000024486	Hbegf	2.669703	2.347359	+	+	+
ENSMUSG00000002996	Hbp1	NaN	NaN		+	+
ENSMUSG00000019977	Hbs1l	NaN	NaN		+	+
ENSMUSG00000031352	Hccs	NaN	NaN		+	+
ENSMUSG00000031386	Hcfc1	1.623337	1.970671	+	+	+
ENSMUSG00000023904	Hcfc1r1	NaN	NaN		+	+
ENSMUSG00000020246	Hcfc2	NaN	NaN		+	+
ENSMUSG00000022831	Hcls1	3.206341	5.353316	+	+	+
ENSMUSG00000021730	Hcn1	1.550928	1.922159	+	+	+
ENSMUSG00000020331	Hcn2	1.627547	1.550772	+	+	+
ENSMUSG00000028051	Hcn3	NaN	NaN		+	+
ENSMUSG00000032338	Hcn4	1.451659	1.727031	+	+	+
ENSMUSG00000028778	Hcrtr1	NaN	NaN		+	+
ENSMUSG00000032360	Hcrtr2	NaN	NaN		+	+
ENSMUSG00000028800	Hdac1	NaN	NaN		+	+
ENSMUSG00000062906	Hdac10	NaN	NaN		+	+
ENSMUSG00000034245	Hdac11	NaN	NaN		+	+
ENSMUSG00000019777	Hdac2	NaN	NaN		+	+
ENSMUSG00000024454	Hdac3	NaN	NaN		+	+
ENSMUSG00000026313	Hdac4	NaN	NaN		+	+
ENSMUSG00000008855	Hdac5	NaN	NaN		+	+
ENSMUSG00000031161	Hdac6	NaN	NaN		+	+
ENSMUSG00000022475	Hdac7	NaN	NaN		+	+
ENSMUSG00000067567	Hdac8	1.889285	1.663911	+	+	+
ENSMUSG00000000295	Hddc2	NaN	NaN		+	+
ENSMUSG00000030532	Hddc3	NaN	NaN		+	+
ENSMUSG00000004897	Hdgf	NaN	NaN		+	+
ENSMUSG00000002833	Hdgfrp2	NaN	NaN		+	+
ENSMUSG00000025104	Hdgfrp3	NaN	NaN		+	+
ENSMUSG00000025421	Hdhd2	1.664066	1.544682	+	+	+
ENSMUSG00000038422	Hdhd3	NaN	NaN		+	+
ENSMUSG00000034088	Hdlbp	NaN	NaN		+	+
ENSMUSG00000050244	Heatr1	NaN	NaN		+	+
ENSMUSG00000031657	Heatr3	NaN	NaN		+	+
ENSMUSG00000035181	Heatr5a	1.42839	2.227159	+	+	+
ENSMUSG00000039414	Heatr5b	2.146201	2.306447	+	+	+
ENSMUSG00000000976	Heatr6	NaN	NaN		+	+
ENSMUSG00000042770	Hebp1	NaN	NaN		+	+
ENSMUSG00000039879	Heca	1.080234	1.517939	+	+	+
ENSMUSG00000035247	Hectd1	1.677779	2.034489	+	+	+
ENSMUSG00000041180	Hectd2	NaN	NaN		+	+
ENSMUSG00000021301	Hecw1	1.254626	1.610435	+	+	+
ENSMUSG00000042807	Hecw2	NaN	NaN		+	+
ENSMUSG00000020228	Helb	NaN	NaN		+	+
ENSMUSG00000025001	Hells	NaN	NaN		+	+
ENSMUSG00000035266	Helq	NaN	NaN		+	+
ENSMUSG00000020721	Helz	NaN	NaN		+	+
ENSMUSG00000032579	Hemk1	NaN	NaN		+	+
ENSMUSG00000031209	Heph	4.480911	3.601664	+	+	+
ENSMUSG00000038664	Herc1	NaN	NaN		+	+
ENSMUSG00000030451	Herc2	1.300362	1.924926	+	+	+
ENSMUSG00000029804	Herc3	NaN	NaN		+	+
ENSMUSG00000020064	Herc4	NaN	NaN		+	+
ENSMUSG00000029798	Herc6	NaN	NaN		+	+
ENSMUSG00000031770	Herpud1	NaN	NaN		+	+
ENSMUSG00000008429	Herpud2	NaN	NaN		+	+
ENSMUSG00000022528	Hes1	NaN	NaN		+	+
ENSMUSG00000067071	Hes6	NaN	NaN		+	+
ENSMUSG00000025232	Hexa	1.483143	1.671344	+	+	+
ENSMUSG00000021665	Hexb	1.953747	3.338673	+	+	+
ENSMUSG00000039307	Hexdc	NaN	NaN		+	+
ENSMUSG00000048878	Hexim1	NaN	NaN		+	+
ENSMUSG00000043372	Hexim2	NaN	NaN		+	+
ENSMUSG00000040289	Hey1	NaN	NaN		+	+
ENSMUSG00000019789	Hey2	1.502703	1.566502	+	+	+
ENSMUSG00000032744	Heyl	2.053625	2.060032	+	+	+
ENSMUSG00000006611	Hfe	NaN	NaN		+	+
ENSMUSG00000038403	Hfe2	NaN	NaN		+	
ENSMUSG00000043410	Hfm1	NaN	NaN		+	+
ENSMUSG00000028864	Hgf	1.969825	1.870452	+	+	+
ENSMUSG00000025793	Hgs	NaN	NaN		+	+
ENSMUSG00000032523	Hhatl	1.529047	1.371038	+	+	+
ENSMUSG00000024986	Hhex	0.9692359	1.867903	+	+	+
ENSMUSG00000064325	Hhip	1.510239	2.410883	+	+	+
ENSMUSG00000021260	Hhipl1	1.495207	1.744907	+	+	
ENSMUSG00000089911	Hiat1	NaN	NaN		+	+
ENSMUSG00000038212	Hiatl1	NaN	NaN		+	+
ENSMUSG00000029776	Hibadh	1.732285	1.558792	+	+	+
ENSMUSG00000041426	Hibch	1.564406	1.312043	+	+	+
ENSMUSG00000050240	Hic2	NaN	NaN		+	+
ENSMUSG00000021109	Hif1a	1.754756	1.794879	+	+	+
ENSMUSG00000036450	Hif1an	NaN	NaN		+	+
ENSMUSG00000038412	Higd1a	NaN	NaN		+	+
ENSMUSG00000025868	Higd2a	NaN	NaN		+	+
ENSMUSG00000020267	Hint1	NaN	NaN		+	+
ENSMUSG00000028470	Hint2	NaN	NaN		+	+
ENSMUSG00000019791	Hint3	1.711018	1.916682	+	+	+
ENSMUSG00000039959	Hip1	NaN	NaN		+	+
ENSMUSG00000000915	Hip1r	NaN	NaN		+	+
ENSMUSG00000008730	Hipk1	1.391638	1.515851	+	+	+
ENSMUSG00000061436	Hipk2	4.463271	4.862956	+	+	+
ENSMUSG00000027177	Hipk3	NaN	NaN		+	+
ENSMUSG00000022702	Hira	NaN	NaN		+	+
ENSMUSG00000042606	Hirip3	NaN	NaN		+	+
ENSMUSG00000018102	Hist1h2bc	2.489791	2.243844	+	+	+
ENSMUSG00000068854	Hist2h2be	2.09972	1.791284	+	+	+
ENSMUSG00000081058	Hist2h3c2	2.562629	2.82971	+	+	+
ENSMUSG00000078851	Hist3h2a	NaN	NaN		+	+
ENSMUSG00000056895	Hist3h2ba	NaN	NaN		+	+
ENSMUSG00000021366	Hivep1	1.755757	2.03276	+	+	+
ENSMUSG00000015501	Hivep2	NaN	NaN		+	+
ENSMUSG00000028634	Hivep3	NaN	NaN		+	+
ENSMUSG00000044783	Hjurp	NaN	NaN		+	+
ENSMUSG00000037012	Hk1	2.136112	2.314107	+	+	+
ENSMUSG00000000628	Hk2	2.306448	3.573903	+	+	+
ENSMUSG00000040820	Hlcs	NaN	NaN		+	+
ENSMUSG00000003949	Hlf	NaN	NaN		+	+
ENSMUSG00000002428	Hltf	NaN	NaN		+	+
ENSMUSG00000021972	Hmbox1	NaN	NaN		+	+
ENSMUSG00000032126	Hmbs	NaN	NaN		+	+
ENSMUSG00000066842	Hmcn1	NaN	NaN		+	+
ENSMUSG00000032329	Hmg20a	NaN	NaN		+	+
ENSMUSG00000020232	Hmg20b	NaN	NaN		+	+
ENSMUSG00000046711	Hmga1	NaN	NaN		+	+
ENSMUSG00000066551	Hmgb1	NaN	NaN		+	+
ENSMUSG00000054717	Hmgb2	1.680041	1.574177	+	+	
ENSMUSG00000015217	Hmgb3	NaN	NaN		+	+
ENSMUSG00000028672	Hmgcl	NaN	NaN		+	+
ENSMUSG00000007908	Hmgcll1	NaN	NaN		+	+
ENSMUSG00000021670	Hmgcr	1.62842	1.61272	+	+	+
ENSMUSG00000093930	Hmgcs1	2.268437	2.313355	+	+	+
ENSMUSG00000027875	Hmgcs2	2.19804	1.829389	+	+	+
ENSMUSG00000040681	Hmgn1	NaN	NaN		+	+
ENSMUSG00000003038	Hmgn2	NaN	NaN		+	+
ENSMUSG00000066456	Hmgn3	NaN	NaN		+	+
ENSMUSG00000031245	Hmgn5	2.729955	2.500058	+	+	+
ENSMUSG00000034518	Hmgxb4	NaN	NaN		+	+
ENSMUSG00000035697	Hmha1	0.6977634	1.747484	+	+	+
ENSMUSG00000020330	Hmmr	NaN	NaN		+	+
ENSMUSG00000005413	Hmox1	1.186502	1.649435	+	+	+
